Date,Open,High,Low,Close,Adj Close,Volume
2018-06-20,1832.000000,1836.300049,1818.599976,1822.449951,1818.785278,3107695
2018-06-21,1832.000000,1832.000000,1817.599976,1819.349976,1815.691528,2910659
2018-06-22,1827.000000,1827.000000,1799.550049,1809.800049,1806.160767,2949458
2018-06-25,1811.900024,1822.349976,1806.000000,1819.250000,1815.591675,2083217
2018-06-26,1823.000000,1861.000000,1821.000000,1852.000000,1848.275879,4679712
2018-06-27,1860.000000,1885.150024,1851.250000,1858.000000,1854.263794,4081208
2018-06-28,1865.000000,1871.000000,1826.300049,1842.699951,1838.994507,4888125
2018-06-29,1844.900024,1867.400024,1842.300049,1847.750000,1844.034424,3506276
2018-07-02,1852.000000,1857.800049,1841.099976,1851.349976,1847.627075,2650290
2018-07-03,1859.949951,1879.900024,1857.050049,1874.050049,1870.281616,3242233
2018-07-04,1879.900024,1879.900024,1857.150024,1866.150024,1862.397461,2700614
2018-07-05,1873.000000,1887.500000,1862.099976,1880.300049,1876.519043,2472571
2018-07-06,1882.849976,1921.000000,1881.650024,1912.949951,1909.103271,3713781
2018-07-09,1924.000000,1924.400024,1876.500000,1883.000000,1879.213501,6151747
2018-07-10,1898.000000,1898.900024,1870.750000,1875.099976,1871.329346,5303302
2018-07-11,1900.000000,1998.000000,1894.150024,1979.900024,1975.918701,22903802
2018-07-12,1984.000000,1990.900024,1960.500000,1971.349976,1967.385864,6921701
2018-07-13,1975.000000,1997.900024,1974.000000,1981.099976,1977.116211,4148185
2018-07-16,1990.000000,1996.000000,1977.449951,1989.199951,1985.199951,2582159
2018-07-17,1989.000000,2009.000000,1981.000000,2002.150024,2002.150024,3315492
2018-07-18,2005.000000,2011.699951,1993.050049,2000.250000,2000.250000,2013869
2018-07-19,2002.099976,2010.449951,1970.000000,1981.400024,1981.400024,1746318
2018-07-20,1984.900024,2000.000000,1984.000000,1996.599976,1996.599976,1934995
2018-07-23,2001.000000,2009.949951,1986.000000,2005.650024,2005.650024,2086201
2018-07-24,2015.000000,2015.000000,1984.150024,1999.000000,1999.000000,2038423
2018-07-25,2001.900024,2002.000000,1968.400024,1981.500000,1981.500000,1535492
2018-07-26,1974.949951,1985.000000,1955.099976,1964.699951,1964.699951,3503036
2018-07-27,1960.849976,1964.650024,1940.300049,1943.750000,1943.750000,2033977
2018-07-30,1943.000000,1954.699951,1931.550049,1944.599976,1944.599976,1579251
2018-07-31,1942.000000,1947.000000,1928.000000,1940.199951,1940.199951,2204803
2018-08-01,1949.949951,1981.550049,1949.800049,1976.500000,1976.500000,2425180
2018-08-02,1980.000000,1985.000000,1945.000000,1948.400024,1948.400024,1509287
2018-08-03,1956.500000,1982.050049,1956.500000,1979.449951,1979.449951,1505131
2018-08-06,1997.000000,1998.949951,1972.250000,1975.550049,1975.550049,1532249
2018-08-07,1978.199951,1979.150024,1960.500000,1967.349976,1967.349976,1353560
2018-08-08,1972.000000,1978.300049,1962.000000,1974.000000,1974.000000,1315062
2018-08-09,1980.000000,1980.800049,1966.000000,1974.349976,1974.349976,2060297
2018-08-10,1980.949951,1996.500000,1972.050049,1993.099976,1993.099976,2784105
2018-08-13,1997.800049,2004.250000,1990.000000,2000.150024,2000.150024,3559575
2018-08-14,1992.000000,2024.599976,1982.400024,2003.550049,2003.550049,3311765
2018-08-16,2000.300049,2020.050049,1995.000000,2008.500000,2008.500000,2152065
2018-08-17,2013.849976,2021.900024,2004.000000,2012.750000,2012.750000,1213731
2018-08-20,2024.000000,2024.000000,2003.699951,2009.949951,2009.949951,1587032
2018-08-21,2010.150024,2024.000000,2004.000000,2017.650024,2017.650024,1376866
2018-08-23,2022.800049,2038.000000,2020.300049,2035.099976,2035.099976,3046791
2018-08-24,2035.099976,2046.000000,2031.000000,2043.000000,2043.000000,1570533
2018-08-27,2043.000000,2059.000000,2035.000000,2050.899902,2050.899902,1532702
2018-08-28,2055.000000,2072.000000,2052.000000,2069.199951,2069.199951,1987983
2018-08-29,2072.500000,2076.600098,2045.599976,2072.000000,2072.000000,1525867
2018-08-30,2068.000000,2085.000000,2065.500000,2082.399902,2082.399902,2408020
2018-08-31,2082.300049,2092.000000,2074.000000,2078.399902,2078.399902,2504554
2018-09-03,2084.800049,2090.000000,2048.399902,2052.899902,2052.899902,1439711
2018-09-04,2059.800049,2104.750000,2056.949951,2098.899902,2098.899902,4420803
2018-09-05,2100.000000,2107.250000,2075.050049,2079.250000,2079.250000,1681106
2018-09-06,2075.000000,2081.500000,2060.300049,2075.300049,2075.300049,2238097
2018-09-07,2079.300049,2084.000000,2065.399902,2079.850098,2079.850098,1312182
2018-09-10,2084.399902,2093.399902,2074.250000,2080.750000,2080.750000,1530539
2018-09-11,2089.000000,2089.000000,2042.199951,2046.250000,2046.250000,3679745
2018-09-12,2052.350098,2068.899902,2040.000000,2043.949951,2043.949951,2307661
2018-09-14,2044.000000,2071.550049,2018.150024,2065.399902,2065.399902,3642038
2018-09-17,2070.000000,2077.800049,2054.550049,2074.149902,2074.149902,1033857
2018-09-18,2073.000000,2078.800049,2057.600098,2070.750000,2070.750000,1456507
2018-09-19,2071.899902,2089.000000,2066.850098,2077.899902,2077.899902,1301268
